DELETE,/customers63bec384ee11cb0001e2559a,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec384ee11cb0001e2559a'),1
DELETE,/customers63bec385ee11cb0001e255f0,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec385ee11cb0001e255f0'),1
DELETE,/customers63bec388ee11cb0001e257c8,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec388ee11cb0001e257c8'),1
DELETE,/customers63bec388ee11cb0001e25840,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec388ee11cb0001e25840'),1
DELETE,/customers63bec389ee11cb0001e258a2,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec389ee11cb0001e258a2'),1
DELETE,/customers63bec386ee11cb0001e2565c,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec386ee11cb0001e2565c'),1
DELETE,/customers63bec386ee11cb0001e2566c,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec386ee11cb0001e2566c'),1
DELETE,/customers63bec386ee11cb0001e256b2,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec386ee11cb0001e256b2'),1
DELETE,/customers63bec387ee11cb0001e2571c,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec387ee11cb0001e2571c'),1
DELETE,/customers63bec386ee11cb0001e2568b,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec386ee11cb0001e2568b'),1
DELETE,/customers63bec384ee11cb0001e25585,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec384ee11cb0001e25585'),1
DELETE,/customers63bec383ee11cb0001e25538,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec383ee11cb0001e25538'),1
DELETE,/customers63bec389ee11cb0001e258e2,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec389ee11cb0001e258e2'),1
DELETE,/customers63bec385ee11cb0001e255f5,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec385ee11cb0001e255f5'),1
DELETE,/customers63bec385ee11cb0001e255dc,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec385ee11cb0001e255dc'),1
DELETE,/customers63bec389ee11cb0001e258bd,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec389ee11cb0001e258bd'),1
DELETE,/customers63bec387ee11cb0001e2577d,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec387ee11cb0001e2577d'),1
DELETE,/customers63bec387ee11cb0001e2574a,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec387ee11cb0001e2574a'),1
DELETE,/customers63bec388ee11cb0001e257c0,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec388ee11cb0001e257c0'),1
DELETE,/customers63bec388ee11cb0001e257c2,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec388ee11cb0001e257c2'),1
DELETE,/customers63bec384ee11cb0001e25580,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec384ee11cb0001e25580'),1
DELETE,/customers63bec386ee11cb0001e25653,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec386ee11cb0001e25653'),1
DELETE,/customers63bec388ee11cb0001e25850,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec388ee11cb0001e25850'),1
DELETE,/customers63bec388ee11cb0001e257ff,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec388ee11cb0001e257ff'),1
DELETE,/customers63bec384ee11cb0001e2558a,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec384ee11cb0001e2558a'),1
DELETE,/customers63bec388ee11cb0001e2583a,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec388ee11cb0001e2583a'),1
DELETE,/customers63bec384ee11cb0001e2559b,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec384ee11cb0001e2559b'),1
DELETE,/customers63bec388ee11cb0001e257ba,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec388ee11cb0001e257ba'),1
DELETE,/customers63bec389ee11cb0001e258fb,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec389ee11cb0001e258fb'),1
DELETE,/customers63bec386ee11cb0001e25644,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec386ee11cb0001e25644'),1
DELETE,/customers63bec383ee11cb0001e25524,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec383ee11cb0001e25524'),1
DELETE,/customers63bec387ee11cb0001e256ec,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec387ee11cb0001e256ec'),1
DELETE,/customers63bec389ee11cb0001e258dd,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec389ee11cb0001e258dd'),1
DELETE,/customers63bec389ee11cb0001e258c5,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec389ee11cb0001e258c5'),1
DELETE,/customers63bec384ee11cb0001e2555a,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec384ee11cb0001e2555a'),1
DELETE,/customers63bec383ee11cb0001e2552f,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec383ee11cb0001e2552f'),1
DELETE,/customers63bec387ee11cb0001e25768,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec387ee11cb0001e25768'),1
DELETE,/customers63bec387ee11cb0001e2576c,HTTPError('404 Client Error: Not Found for url: http://host.docker.internal/customers63bec387ee11cb0001e2576c'),1
