go_memstats_mcache_inuse_bytes&payment:80&payment,19200,19200,19200,19200,19200,19200,19200,19200,19200,19200,19200,19200
go_memstats_mcache_inuse_bytes&user:80&user,19200,19200,19200,19200,19200,19200,19200,19200,19200,19200,19200,19200
go_memstats_mcache_sys_bytes&catalogue:80&catalogue,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768
go_memstats_mcache_sys_bytes&payment:80&payment,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768
go_memstats_mcache_sys_bytes&user:80&user,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768
go_memstats_mspan_inuse_bytes&catalogue:80&catalogue,42080,42240,43040,43040,44000,43360,44000,44000,44000,43520,44800,44000
go_memstats_mspan_inuse_bytes&payment:80&payment,36640,37120,37600,38240,38560,38560,38400,38400,38080,38560,38560,38400
go_memstats_mspan_inuse_bytes&user:80&user,45920,47040,46560,46240,46080,47360,47360,47360,46880,46880,48480,47360
go_memstats_mspan_sys_bytes&catalogue:80&catalogue,49152,49152,49152,49152,49152,49152,49152,49152,49152,49152,49152,49152
go_memstats_mspan_sys_bytes&payment:80&payment,49152,49152,49152,49152,49152,49152,49152,49152,49152,49152,49152,49152
go_memstats_mspan_sys_bytes&user:80&user,81920,81920,81920,81920,81920,81920,81920,81920,81920,81920,81920,81920
go_memstats_next_gc_bytes&catalogue:80&catalogue,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304
go_memstats_next_gc_bytes&payment:80&payment,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304
go_memstats_next_gc_bytes&user:80&user,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304,4194304
go_memstats_other_sys_bytes&catalogue:80&catalogue,3589330,3848074,3845602,3847450,3845362,3843410,3842690,3841482,3840330,3839602,3837282,3836538
go_memstats_other_sys_bytes&payment:80&payment,3588094,3585326,3583950,3581670,3580262,3578910,3577814,3576846,3575446,3574150,3573470,3572006
go_memstats_other_sys_bytes&user:80&user,2774040,3032816,3031416,3028936,3027400,3025528,3023800,3022192,3282824,3281576,3281576,3279568
go_memstats_stack_inuse_bytes&catalogue:80&catalogue,2162688,2228224,2260992,2260992,2260992,2260992,1736704,1736704,2293760,1769472,2293760,2293760
go_memstats_stack_inuse_bytes&payment:80&payment,2162688,2228224,2293760,2326528,2326528,2326528,2293760,2293760,2228224,2293760,2293760,2260992
go_memstats_stack_inuse_bytes&user:80&user,2260992,2359296,2326528,2359296,2359296,1900544,1900544,2424832,2424832,2424832,1900544,2424832
go_memstats_stack_sys_bytes&catalogue:80&catalogue,2162688,2228224,2260992,2260992,2260992,2260992,1736704,1736704,2293760,1769472,2293760,2293760
go_memstats_stack_sys_bytes&payment:80&payment,2162688,2228224,2293760,2326528,2326528,2326528,2293760,2293760,2228224,2293760,2293760,2260992
go_memstats_stack_sys_bytes&user:80&user,2260992,2359296,2326528,2359296,2359296,1900544,1900544,2424832,2424832,2424832,1900544,2424832
go_memstats_sys_bytes&catalogue:80&catalogue,14031096,14293240,14293240,15378680,15378680,15378680,15378680,15378680,15378680,15378680,15378680,15378680
go_memstats_sys_bytes&payment:80&payment,14031096,14031096,14031096,14031096,14031096,14031096,14031096,14031096,14031096,14031096,14031096,14031096
go_memstats_sys_bytes&user:80&user,15411448,15673592,15673592,15673592,15673592,15673592,15673592,15673592,15935736,15935736,15935736,15935736
heap&carts:80&cart,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072
heap&orders:80&orders,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072
heap&shipping:80&shipping,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072
heap_committed&carts:80&cart,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072
heap_committed&orders:80&orders,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072
heap_committed&shipping:80&shipping,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072,131072
heap_init&carts:80&cart,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
heap_init&orders:80&orders,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
heap_init&shipping:80&shipping,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
heap_used&carts:80&cart,73943,88279,101591,67964,80252,93564,106876,70279,83591,96903,59232,72544
heap_used&orders:80&orders,77513,89801,102089,67449,78713,91001,103289,67375,79663,90927,102191,66536
heap_used&shipping:80&shipping,90692,101956,61656,72920,84184,95448,106712,64401,75665,85905,97169,108433
httpsessions_active&carts:80&cart,0,0,0,0,0,0,0,0,0,0,0,0
httpsessions_active&orders:80&orders,0,0,0,0,0,0,0,0,0,0,0,0
httpsessions_active&shipping:80&shipping,0,0,0,0,0,0,0,0,0,0,0,0
httpsessions_max&carts:80&cart,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
httpsessions_max&orders:80&orders,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
httpsessions_max&shipping:80&shipping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
instance_uptime&carts:80&cart,4507157,5107158,5707158,6307157,6907157,7507156,8107157,8707156,9307156,9907156,10507155,11107156
instance_uptime&orders:80&orders,4505973,5105972,5705973,6305971,6905972,7505972,8105971,8705971,9305971,9905971,10505971,11105971
instance_uptime&shipping:80&shipping,4502129,5102129,5702128,6302128,6902128,7502128,8102128,8702127,9302127,9902128,10502127,11102127
jvm_classes_loaded&carts:80&cart,8336,8336,8337,8337,8337,8337,8337,8338,8338,8338,8338,8338
jvm_classes_loaded&orders:80&orders,8096,8096,8096,8096,8096,8096,8096,8096,8097,8097,8097,8097
jvm_classes_loaded&shipping:80&shipping,7430,7430,7430,7430,7430,7430,7430,7430,7430,7430,7430,7430
jvm_classes_loaded_total&carts:80&cart,8336,8336,8337,8337,8337,8337,8337,8338,8338,8338,8338,8338
jvm_classes_loaded_total&orders:80&orders,8096,8096,8096,8096,8096,8096,8096,8096,8097,8097,8097,8097
jvm_classes_loaded_total&shipping:80&shipping,7430,7430,7430,7430,7430,7430,7430,7430,7430,7430,7430,7430
jvm_classes_unloaded_total&carts:80&cart,0,0,0,0,0,0,0,0,0,0,0,0
jvm_classes_unloaded_total&orders:80&orders,0,0,0,0,0,0,0,0,0,0,0,0
jvm_classes_unloaded_total&shipping:80&shipping,0,0,0,0,0,0,0,0,0,0,0,0
jvm_gc_collection_seconds_count&G1 Old Generation&carts:80&cart,0,0,0,0,0,0,0,0,0,0,0,0
jvm_gc_collection_seconds_count&G1 Old Generation&orders:80&orders,0,0,0,0,0,0,0,0,0,0,0,0
jvm_gc_collection_seconds_count&G1 Old Generation&shipping:80&shipping,0,0,0,0,0,0,0,0,0,0,0,0
jvm_gc_collection_seconds_count&G1 Young Generation&carts:80&cart,63,63,63,64,64,64,64,65,65,65,66,66
jvm_gc_collection_seconds_count&G1 Young Generation&orders:80&orders,63,63,63,64,64,64,64,65,65,65,65,66
jvm_gc_collection_seconds_count&G1 Young Generation&shipping:80&shipping,61,61,62,62,62,62,62,63,63,63,63,63
jvm_gc_collection_seconds_sum&G1 Old Generation&carts:80&cart,0,0,0,0,0,0,0,0,0,0,0,0
jvm_gc_collection_seconds_sum&G1 Old Generation&orders:80&orders,0,0,0,0,0,0,0,0,0,0,0,0
jvm_gc_collection_seconds_sum&G1 Old Generation&shipping:80&shipping,0,0,0,0,0,0,0,0,0,0,0,0
jvm_gc_collection_seconds_sum&G1 Young Generation&carts:80&cart,3.226,3.226,3.226,3.23,3.23,3.23,3.23,3.234,3.234,3.234,3.238,3.238
jvm_gc_collection_seconds_sum&G1 Young Generation&orders:80&orders,3.239,3.239,3.239,3.243,3.243,3.243,3.243,3.246,3.246,3.246,3.246,3.25
jvm_gc_collection_seconds_sum&G1 Young Generation&shipping:80&shipping,1.772,1.772,1.776,1.776,1.776,1.776,1.776,1.78,1.78,1.78,1.78,1.78
jvm_info&carts:80&cart&Oracle Corporation&1.8.0_111-internal-alpine-r0-b14,1,1,1,1,1,1,1,1,1,1,1,1
jvm_info&orders:80&orders&Oracle Corporation&1.8.0_111-internal-alpine-r0-b14,1,1,1,1,1,1,1,1,1,1,1,1
jvm_info&shipping:80&shipping&Oracle Corporation&1.8.0_111-internal-alpine-r0-b14,1,1,1,1,1,1,1,1,1,1,1,1
jvm_memory_bytes_committed&heap&carts:80&cart,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728
jvm_memory_bytes_committed&heap&orders:80&orders,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728
jvm_memory_bytes_committed&heap&shipping:80&shipping,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728
jvm_memory_bytes_committed&nonheap&carts:80&cart,78348288,79134720,80117760,80642048,81428480,82018304,82280448,82345984,82345984,82345984,82345984,82345984
jvm_memory_bytes_committed&nonheap&orders:80&orders,76996608,76996608,77783040,78372864,79093760,79683584,80011264,80207872,80207872,80207872,80207872,80273408
jvm_memory_bytes_committed&nonheap&shipping:80&shipping,72482816,72744960,73007104,73334784,74121216,74907648,75169792,75366400,75366400,75366400,75366400,75366400
jvm_memory_bytes_used&heap&carts:80&cart,75717632,90397696,104029184,69595136,82178048,95809536,109441024,71966032,85597520,99229008,60653632,74285120
jvm_memory_bytes_used&heap&orders:80&orders,79373392,91956304,104539216,69068152,80602488,93185400,105768312,68992984,81575896,93110232,104644568,68133568
jvm_memory_bytes_used&heap&shipping:80&shipping,92868608,104402944,63136752,74671088,86205424,97739760,109274096,65947344,76433104,87967440,99501776,111036112
jvm_memory_bytes_used&nonheap&carts:80&cart,76742096,77707136,78534032,79171864,79917792,80588088,80854360,80906424,80759160,80802584,80830104,80861656
jvm_memory_bytes_used&nonheap&orders:80&orders,74482056,75416416,76289704,76950944,77691864,78377096,78639832,78885256,78920280,78877816,78898680,78939256
jvm_memory_bytes_used&nonheap&shipping:80&shipping,69596568,70377032,71373296,71910808,72647672,73523488,73838008,73989272,74003288,73956600,73984888,74026680
jvm_memory_pool_bytes_committed&carts:80&cart&Code Cache,26279936,27066368,27787264,28311552,28835840,29425664,29687808,29753344,29753344,29753344,29753344,29753344
jvm_memory_pool_bytes_committed&carts:80&cart&Compressed Class Space,5718016,5718016,5718016,5718016,5718016,5718016,5718016,5718016,5718016,5718016,5718016,5718016
jvm_memory_pool_bytes_committed&carts:80&cart&G1 Eden Space,53477376,53477376,53477376,54525952,54525952,54525952,54525952,54525952,54525952,54525952,56623104,56623104
jvm_memory_pool_bytes_committed&carts:80&cart&G1 Old Gen,72351744,72351744,72351744,72351744,72351744,72351744,72351744,72351744,72351744,72351744,71303168,71303168
jvm_memory_pool_bytes_committed&carts:80&cart&G1 Survivor Space,8388608,8388608,8388608,7340032,7340032,7340032,7340032,7340032,7340032,7340032,6291456,6291456
jvm_memory_pool_bytes_committed&carts:80&cart&Metaspace,46350336,46350336,46612480,46612480,46874624,46874624,46874624,46874624,46874624,46874624,46874624,46874624
jvm_memory_pool_bytes_committed&orders:80&orders&Code Cache,26345472,26345472,26869760,27459584,27918336,28508160,28835840,29032448,29032448,29032448,29032448,29097984
jvm_memory_pool_bytes_committed&orders:80&orders&Compressed Class Space,5533696,5533696,5533696,5533696,5533696,5533696,5533696,5533696,5533696,5533696,5533696,5533696
jvm_memory_pool_bytes_committed&orders:80&orders&G1 Eden Space,52428800,52428800,52428800,52428800,52428800,52428800,52428800,52428800,52428800,52428800,52428800,54525952
jvm_memory_pool_bytes_committed&orders:80&orders&G1 Old Gen,75497472,75497472,75497472,75497472,75497472,75497472,75497472,75497472,75497472,75497472,75497472,74448896
jvm_memory_pool_bytes_committed&orders:80&orders&G1 Survivor Space,6291456,6291456,6291456,6291456,6291456,6291456,6291456,6291456,6291456,6291456,6291456,5242880
jvm_memory_pool_bytes_committed&orders:80&orders&Metaspace,45117440,45117440,45379584,45379584,45641728,45641728,45641728,45641728,45641728,45641728,45641728,45641728
jvm_memory_pool_bytes_committed&shipping:80&shipping&Code Cache,25559040,25559040,25559040,25886720,26411008,27197440,27459584,27656192,27656192,27656192,27656192,27656192
jvm_memory_pool_bytes_committed&shipping:80&shipping&Compressed Class Space,5111808,5111808,5111808,5111808,5111808,5111808,5111808,5111808,5111808,5111808,5111808,5111808
jvm_memory_pool_bytes_committed&shipping:80&shipping&G1 Eden Space,56623104,56623104,59768832,59768832,59768832,59768832,59768832,59768832,59768832,59768832,59768832,59768832
jvm_memory_pool_bytes_committed&shipping:80&shipping&G1 Old Gen,69206016,69206016,68157440,68157440,68157440,68157440,68157440,68157440,68157440,68157440,68157440,68157440
jvm_memory_pool_bytes_committed&shipping:80&shipping&G1 Survivor Space,8388608,8388608,6291456,6291456,6291456,6291456,6291456,6291456,6291456,6291456,6291456,6291456
jvm_memory_pool_bytes_committed&shipping:80&shipping&Metaspace,41811968,42074112,42336256,42336256,42598400,42598400,42598400,42598400,42598400,42598400,42598400,42598400
jvm_memory_pool_bytes_max&carts:80&cart&Code Cache,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240
jvm_memory_pool_bytes_max&carts:80&cart&Compressed Class Space,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824
jvm_memory_pool_bytes_max&carts:80&cart&G1 Eden Space,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jvm_memory_pool_bytes_max&carts:80&cart&G1 Old Gen,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728
jvm_memory_pool_bytes_max&carts:80&cart&G1 Survivor Space,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jvm_memory_pool_bytes_max&carts:80&cart&Metaspace,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jvm_memory_pool_bytes_max&orders:80&orders&Code Cache,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240
jvm_memory_pool_bytes_max&orders:80&orders&Compressed Class Space,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824
jvm_memory_pool_bytes_max&orders:80&orders&G1 Eden Space,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jvm_memory_pool_bytes_max&orders:80&orders&G1 Old Gen,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728
jvm_memory_pool_bytes_max&orders:80&orders&G1 Survivor Space,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jvm_memory_pool_bytes_max&orders:80&orders&Metaspace,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jvm_memory_pool_bytes_max&shipping:80&shipping&Code Cache,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240,251658240
jvm_memory_pool_bytes_max&shipping:80&shipping&Compressed Class Space,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824,1073741824
jvm_memory_pool_bytes_max&shipping:80&shipping&G1 Eden Space,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jvm_memory_pool_bytes_max&shipping:80&shipping&G1 Old Gen,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728,134217728
jvm_memory_pool_bytes_max&shipping:80&shipping&G1 Survivor Space,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jvm_memory_pool_bytes_max&shipping:80&shipping&Metaspace,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jvm_memory_pool_bytes_used&carts:80&cart&Code Cache,26080576,26882624,27565824,28107328,28627648,29244224,29481088,29527616,29380352,29423744,29451264,29482816
jvm_memory_pool_bytes_used&carts:80&cart&Compressed Class Space,5476696,5476696,5477176,5477176,5478568,5478568,5478568,5479056,5479056,5479056,5479056,5479056
jvm_memory_pool_bytes_used&carts:80&cart&G1 Eden Space,14680064,29360128,42991616,8388608,20971520,34603008,48234496,11534336,25165824,38797312,1048576,14680064
jvm_memory_pool_bytes_used&carts:80&cart&G1 Old Gen,52648960,52648960,52648960,53866496,53866496,53866496,53866496,53091664,53091664,53091664,53313600,53313600
jvm_memory_pool_bytes_used&carts:80&cart&G1 Survivor Space,8388608,8388608,8388608,7340032,7340032,7340032,7340032,7340032,7340032,7340032,6291456,6291456
jvm_memory_pool_bytes_used&carts:80&cart&Metaspace,45184824,45347816,45491032,45587360,45811576,45865296,45894704,45899752,45899752,45899784,45899784,45899784
jvm_memory_pool_bytes_used&orders:80&orders&Code Cache,25169472,25934592,26641216,27224640,27711296,28327872,28559616,28795072,28826496,28784000,28804864,28845440
jvm_memory_pool_bytes_used&orders:80&orders&Compressed Class Space,5320552,5320552,5320552,5320552,5321944,5321944,5321944,5321944,5322432,5322432,5322432,5322432
jvm_memory_pool_bytes_used&orders:80&orders&G1 Eden Space,15728640,28311552,40894464,5242880,16777216,29360128,41943040,5242880,17825792,29360128,40894464,5242880
jvm_memory_pool_bytes_used&orders:80&orders&G1 Old Gen,57353296,57353296,57353296,57533816,57533816,57533816,57533816,57458648,57458648,57458648,57458648,57647808
jvm_memory_pool_bytes_used&orders:80&orders&G1 Survivor Space,6291456,6291456,6291456,6291456,6291456,6291456,6291456,6291456,6291456,6291456,6291456,5242880
jvm_memory_pool_bytes_used&orders:80&orders&Metaspace,43992032,44161272,44327936,44405752,44658624,44727280,44758272,44768240,44771352,44771384,44771384,44771384
jvm_memory_pool_bytes_used&shipping:80&shipping&Code Cache,23817344,24441920,25243456,25720128,26218752,27006912,27293760,27433920,27447936,27401216,27429504,27471296
jvm_memory_pool_bytes_used&shipping:80&shipping&Compressed Class Space,4885840,4885840,4885840,4885840,4887232,4887232,4887232,4887232,4887232,4887232,4887232,4887232
jvm_memory_pool_bytes_used&shipping:80&shipping&G1 Eden Space,34603008,46137344,6291456,17825792,29360128,40894464,52428800,9437184,19922944,31457280,42991616,54525952
jvm_memory_pool_bytes_used&shipping:80&shipping&G1 Old Gen,49876992,49876992,50553840,50553840,50553840,50553840,50553840,50218704,50218704,50218704,50218704,50218704
