identifier,1671119939,1671120539,1671121139,1671121739,1671122339,1671122939,1671123539,1671124139,1671124739,1671125339,1671125939,1671126539,1671127139,1671127739,1671128339,1671128939,1671129539,1671130139,1671130739
go_gc_duration_seconds&catalogue:80&catalogue&0,0.000275251,0.000275251,0.000275251,0.000277461,0.00027205,0.00027205,0.00027205,0.00027205,0.00027205,0.00027205,0.00028189100000000004,0.00028189100000000004,0.00028189100000000004,0.00028189100000000004,0.00028189100000000004,0.00028408000000000003,0.00028408000000000003,0.000280211,0.000280211
go_gc_duration_seconds&catalogue:80&catalogue&0.25,0.00030873,0.000307801,0.00030734100000000004,0.000305851,0.00030532000000000004,0.00030628000000000003,0.000307101,0.00030781,0.0003105,0.00030972000000000004,0.00031035000000000004,0.0003111,0.00031061,0.0003105,0.000309911,0.000309911,0.00031012000000000005,0.00030857000000000004,0.000308961
go_gc_duration_seconds&catalogue:80&catalogue&0.5,0.000323911,0.00032493,0.00032282000000000003,0.00032282000000000003,0.00032423,0.000324462,0.000324131,0.000325982,0.00032649100000000004,0.00032636000000000004,0.000326471,0.00032738200000000003,0.000328651,0.00032778,0.000326941,0.00032610100000000003,0.00032592,0.00032592,0.00032651
go_gc_duration_seconds&catalogue:80&catalogue&0.75,0.00034116100000000004,0.00033896,0.000338291,0.000337231,0.000337231,0.000339341,0.000339111,0.00034198100000000004,0.000343311,0.000343311,0.00034453,0.00034424,0.00034496200000000004,0.000343721,0.00034104100000000004,0.00034033,0.000339421,0.000340871,0.00034119
go_gc_duration_seconds&catalogue:80&catalogue&1,0.000517931,0.000517931,0.000592511,0.000592511,0.000592511,0.000592511,0.000592511,0.000592511,0.000592511,0.000491491,0.000491491,0.000491491,0.000677731,0.000677731,0.000677731,0.000677731,0.000677731,0.000677731,0.0005260600000000001
go_gc_duration_seconds&payment:80&payment&0,0.0002883,0.0002883,0.000278731,0.000278731,0.000278731,0.000278731,0.000278731,0.000278731,0.000289291,0.000289291,0.00029091100000000003,0.00028528,0.00028528,0.000277141,0.000277141,0.000277141,0.000277141,0.000277141,0.000277141
go_gc_duration_seconds&payment:80&payment&0.25,0.00031193000000000003,0.00031152,0.000313681,0.000313681,0.00031090100000000004,0.00030952000000000003,0.00030952000000000003,0.00030952000000000003,0.00030945,0.000308941,0.000308741,0.000307811,0.00030700000000000004,0.00030704100000000003,0.000305801,0.000305852,0.00030555100000000004,0.00030625000000000004,0.00030714100000000003
go_gc_duration_seconds&payment:80&payment&0.5,0.00032598100000000004,0.00032598100000000004,0.00032693100000000003,0.00032735,0.00032735,0.000326561,0.00032628100000000004,0.00032628100000000004,0.000325652,0.00032507,0.000325381,0.000324951,0.00032235200000000003,0.00032153000000000005,0.00032127,0.00032096100000000003,0.00031958100000000004,0.00032096100000000003,0.00032159
go_gc_duration_seconds&payment:80&payment&0.75,0.00033803100000000003,0.000337101,0.000337621,0.000339671,0.000340691,0.00034040000000000003,0.000340742,0.0003413,0.00034177000000000003,0.00034040000000000003,0.00034054100000000003,0.000337631,0.000336202,0.000335251,0.000335251,0.000334401,0.000333561,0.00033420000000000005,0.00033754200000000003
go_gc_duration_seconds&payment:80&payment&1,0.000505612,0.000505612,0.00053418,0.00053418,0.0008747910000000001,0.0008747910000000001,0.0008747910000000001,0.0008747910000000001,0.0008747910000000001,0.0008747910000000001,0.000483812,0.000483812,0.000483812,0.000498182,0.000498182,0.000498182,0.000501582,0.000501582,0.000501582
go_gc_duration_seconds&user:80&user&0,0.000282891,0.000282891,0.000282891,0.000282891,0.000286221,0.000286221,0.00028498,0.000283341,0.000283341,0.000283341,0.000283341,0.000283341,0.00028639100000000004,0.000283909,0.000283909,0.000283909,0.000283909,0.000283909,0.00028775000000000003
go_gc_duration_seconds&user:80&user&0.25,0.00031608,0.000315161,0.00031438200000000004,0.00031541100000000003,0.00031672000000000004,0.000317981,0.00031828,0.000318571,0.00031937100000000004,0.000318571,0.000318571,0.000318681,0.000318101,0.000319021,0.000320561,0.00032126100000000004,0.000319021,0.00031803,0.000317641
go_gc_duration_seconds&user:80&user&0.5,0.00033290200000000005,0.00033028100000000003,0.00033211000000000004,0.00033214100000000004,0.00033394,0.00033437,0.000334941,0.00033414100000000004,0.0003354,0.000333991,0.000334541,0.00033477100000000004,0.00033468100000000003,0.000335671,0.00033569000000000003,0.000335671,0.000335671,0.00033477100000000004,0.00033415100000000003
go_gc_duration_seconds&user:80&user&0.75,0.000373321,0.000368561,0.000368561,0.000368561,0.00037486100000000004,0.00036859,0.0003702,0.00036617100000000004,0.00036617100000000004,0.00036399200000000005,0.00036428100000000004,0.00036229100000000005,0.00036145100000000005,0.00036229100000000005,0.00036326,0.00036326,0.000365401,0.00036766100000000003,0.000367721
go_gc_duration_seconds&user:80&user&1,0.0006884030000000001,0.000624781,0.000624781,0.000595991,0.000595991,0.000595991,0.0005722020000000001,0.0005722020000000001,0.0005722020000000001,0.0005722020000000001,0.000502112,0.000502112,0.000502112,0.000502112,0.000502112,0.0004911210000000001,0.0004911210000000001,0.000509191,0.000509191
go_goroutines&catalogue:80&catalogue,11,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,10,10,10
go_goroutines&payment:80&payment,12,11,11,12,12,11,11,11,11,12,11,11,11,11,11,11,11,12,11
go_goroutines&user:80&user,12,12,12,13,15,12,13,12,12,13,14,15,13,14,13,15,13,15,12
go_memstats_alloc_bytes&catalogue:80&catalogue,2072088,2065520,2066680,2068408,2070520,2064872,2066552,2068744,2068712,2154120,2071608,2078464,2130352,2076120,2066928,2069424,2075968,2078912,2085648
go_memstats_alloc_bytes&payment:80&payment,3778880,3775472,3780640,3777824,3779928,3778728,3780872,3781480,3793504,3797224,3793456,3791384,3793328,3801096,3797816,3801160,3796808,3807264,3802976
go_memstats_alloc_bytes&user:80&user,2202264,2277096,3134376,3185784,3994048,2208280,3183512,2276512,3209280,3193472,4035096,1352016,2282296,4002080,2203752,3104560,3188960,2192808,3704600
go_memstats_buck_hash_sys_bytes&catalogue:80&catalogue,1470782,1471142,1471398,1471614,1472550,1473278,1473534,1474534,1475230,1475702,1476118,1476582,1477374,1477830,1477830,1478046,1478270,1478998,1479670
go_memstats_buck_hash_sys_bytes&payment:80&payment,1470146,1471098,1471314,1472010,1472394,1473250,1473466,1473634,1474114,1474658,1475146,1475386,1475610,1475858,1476114,1476418,1476642,1477610,1477842
go_memstats_buck_hash_sys_bytes&user:80&user,1477512,1477776,1478248,1478904,1479648,1480648,1480648,1480912,1481584,1481848,1481848,1482024,1483440,1484992,1484992,1485616,1485616,1486272,1487008
go_memstats_frees_total&catalogue:80&catalogue,3892243,4059552,4226601,4393760,4560798,4728067,4895284,5062445,5229679,5396406,5563924,5731003,5898012,6065410,6232608,6399722,6566934,6734007,6901222
go_memstats_frees_total&payment:80&payment,3888579,4055788,4223029,4390279,4557378,4724447,4891678,5058806,5225967,5393066,5560309,5727406,5894493,6061574,6228760,6395795,6562987,6730251,6897473
go_memstats_frees_total&user:80&user,4036562,4209753,4382189,4555241,4728272,4903617,5075436,5249985,5422163,5595535,5767975,5944541,6116515,6288966,6463866,6636044,6809365,6984349,7158453
go_memstats_gc_sys_bytes&catalogue:80&catalogue,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288
go_memstats_gc_sys_bytes&payment:80&payment,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288,524288
go_memstats_gc_sys_bytes&user:80&user,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056
go_memstats_heap_alloc_bytes&catalogue:80&catalogue,2072088,2065520,2066680,2068408,2070520,2064872,2066552,2068744,2068712,2154120,2071608,2078464,2130352,2076120,2066928,2069424,2075968,2078912,2085648
