gc_g1_young_generation_count&shipping:80&shipping,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61
gc_g1_young_generation_time&carts:80&cart,3240,3240,3240,3240,3240,3240,3240,3240,3245,3245,3245,3245,3245,3245,3245,3245,3245,3259,3265,3270,3270,3270,3270,3270,3270,3270,3270,3270,3270,3270,3270,3270,3270,3270,3270,3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,3279
gc_g1_young_generation_time&orders:80&orders,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968
gc_g1_young_generation_time&shipping:80&shipping,3121,3121,3121,3121,3126,3126,3126,3126,3126,3126,3126,3126,3126,3126,3126,3126,3134,3134,3134,3134,3134,3134,3134,3134,3134,3134,3134,3134,3141,3141,3141,3141,3141,3141,3141,3141,3141,3141,3141,3141,3141,3150,3150,3150,3150,3150,3150,3150,3150,3150,3150,3150
go_gc_duration_seconds&catalogue:80&catalogue&0,0.000339431,0.00029867100000000003,0.00029793,0.00029207,0.00029207,0.00029207,0.00029207,0.00029068000000000003,0.00029068000000000003,0.00028399,0.00028399,0.00028399,0.00028399,0.00028399,0.00028399,0.00028399,0.00028399,0.00028399,0.00028399,0.00028399,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00027636100000000003,0.00029048100000000004,0.00029048100000000004,0.00029048100000000004,0.00029048100000000004,0.00029048100000000004,0.00029048100000000004,0.00029048100000000004,0.00028483,0.00028483,0.00028483,0.00028483,0.00028483,0.00028483,0.00028483,0.00028483,0.00028483
go_gc_duration_seconds&catalogue:80&catalogue&0.25,0.000339431,0.00031199,0.00031199,0.00031014000000000004,0.00031081,0.00031199,0.00031414100000000004,0.000316791,0.00031783,0.000318291,0.000318291,0.000318291,0.000321601,0.000323431,0.000323431,0.00032456,0.00032596100000000005,0.00032962000000000003,0.0003333,0.00033885,0.00034292100000000005,0.0003435,0.000342932,0.0003435,0.00034582000000000005,0.00034769,0.000349901,0.000349901,0.000349901,0.000349901,0.000349272,0.000349106,0.00034872,0.00034872,0.00034788,0.00034671100000000004,0.00034788,0.00034978,0.00034671100000000004,0.00034671100000000004,0.00034651,0.00034901,0.00034788,0.00034651,0.00034343000000000004,0.000340241,0.00034343000000000004,0.00034368500000000004,0.00034368500000000004,0.00034292100000000005,0.00034659000000000003,0.00034978
go_gc_duration_seconds&catalogue:80&catalogue&0.5,0.000339961,0.000328031,0.00032548200000000004,0.000323431,0.00032596100000000005,0.000329571,0.00033734000000000005,0.000339961,0.00034388400000000003,0.000344462,0.00034632,0.00034714100000000003,0.00035049,0.000355431,0.00035576900000000003,0.000358195,0.00035939,0.00036414000000000005,0.00036818,0.00037420000000000004,0.00037713000000000004,0.00037949900000000005,0.00038204000000000005,0.00038251100000000004,0.0003836,0.00038388100000000003,0.00038712100000000004,0.00038721000000000003,0.00038712100000000004,0.000385556,0.00038525500000000004,0.00038712100000000004,0.00038721000000000003,0.000388761,0.000388439,0.000388439,0.00039139000000000003,0.000390456,0.000388742,0.000385556,0.000385556,0.00038894,0.000386861,0.000385201,0.00037924000000000003,0.000379042,0.00038320000000000004,0.000382901,0.000382282,0.00038202,0.00038800900000000003,0.000391981
go_gc_duration_seconds&catalogue:80&catalogue&0.75,0.000339961,0.000339961,0.000339132,0.000339431,0.000344462,0.00034879100000000004,0.000360892,0.00037173,0.00037704000000000004,0.00037926,0.00037945000000000003,0.00038472200000000005,0.000397545,0.00040115,0.000402441,0.000402991,0.000408441,0.00041123900000000004,0.00041384,0.00042796100000000003,0.000432491,0.00043491000000000005,0.00043836000000000005,0.00044018100000000005,0.00044018100000000005,0.00044018100000000005,0.00044574,0.00044577900000000004,0.000443812,0.000444771,0.000440571,0.00044553100000000004,0.00044553100000000004,0.00044574,0.00044574,0.000444771,0.00044778000000000005,0.000444771,0.000444771,0.000445681,0.00044334,0.000443519,0.00043874500000000004,0.00043770100000000003,0.000438712,0.00043389000000000004,0.00043644100000000003,0.00043536100000000005,0.000436911,0.00043536100000000005,0.00044042200000000005,0.00044042200000000005
go_gc_duration_seconds&catalogue:80&catalogue&1,0.000339961,0.00036932,0.00036932,0.00036932,0.00040115,0.000634841,0.000634841,0.0006468520000000001,0.0006468520000000001,0.0006468520000000001,0.0006468520000000001,0.0006468520000000001,0.001067437,0.001067437,0.001067437,0.001067437,0.001067437,0.001067437,0.001067437,0.001067437,0.001067437,0.001067437,0.001067437,0.001067437,0.001067437,0.001067437,0.001067437,0.001067437,0.000954761,0.000954761,0.000954761,0.000954761,0.000954761,0.000954761,0.000954761,0.000954761,0.000954761,0.000954761,0.000747982,0.000747982,0.000747982,0.000747982,0.000747982,0.000747982,0.000818591,0.000818591,0.000818591,0.000818591,0.000818591,0.000818591,0.000818591,0.000818591
go_gc_duration_seconds&payment:80&payment&0,0.00034325100000000004,0.00027633000000000003,0.00027633000000000003,0.00027633000000000003,0.00027633000000000003,0.00026901000000000003,0.00026901000000000003,0.00026699,0.00026699,0.00026699,0.00026699,0.00026699,0.00026699,0.00026699,0.00026699,0.00026699,0.00026699,0.00026699,0.00026699,0.00026699,0.00026699,0.00026699,0.00026699,0.00026755,0.00026755,0.00026755,0.00026755,0.00026755,0.00026755,0.00026755,0.00026755,0.00026755,0.00026755,0.00026755,0.000273842,0.000273842,0.000273842,0.000273842,0.000273842,0.000273842,0.000273842,0.000273842,0.000273842,0.000273842,0.000273842,0.000273842,0.000273842,0.000273842,0.000273842,0.000273842,0.0002762,0.0002762
go_gc_duration_seconds&payment:80&payment&0.25,0.00034325100000000004,0.000296701,0.000296701,0.000296701,0.00029783,0.000301931,0.000303751,0.00030410100000000003,0.00030524,0.00031007,0.00031497100000000004,0.00031611000000000003,0.000316631,0.00031856,0.000319351,0.00031959100000000004,0.000320192,0.00032202,0.000326371,0.000332322,0.000336342,0.000336342,0.000337561,0.000337602,0.000337602,0.000337561,0.000337561,0.000337151,0.000334752,0.000336342,0.000334752,0.000334659,0.00033412000000000003,0.000334659,0.00033449,0.000334752,0.000334752,0.000335854,0.000334752,0.00033449,0.00033224000000000003,0.00033298100000000004,0.00033298100000000004,0.00033224000000000003,0.00033298100000000004,0.00033523,0.00033913000000000004,0.0003368,0.000335854,0.000337641,0.00034004,0.00033933000000000005
go_gc_duration_seconds&payment:80&payment&0.5,0.00049793,0.00030410100000000003,0.000315381,0.000308561,0.00031497100000000004,0.000319241,0.00032202,0.00032751000000000004,0.000332322,0.00033915000000000003,0.000344261,0.000349921,0.000355772,0.000355772,0.00035635,0.000358732,0.000360271,0.000361741,0.000365421,0.000376819,0.00038115500000000005,0.00037927,0.00037927,0.000378471,0.000379342,0.000379811,0.000379342,0.00037928100000000003,0.000378712,0.00037928100000000003,0.000378884,0.00037723000000000005,0.000378712,0.000379342,0.000379059,0.000379342,0.00037928100000000003,0.000379342,0.00037901000000000005,0.000378884,0.00037901000000000005,0.00037859300000000004,0.00037901000000000005,0.00037901000000000005,0.000380341,0.00038011100000000003,0.000381301,0.00037859300000000004,0.000375899,0.00037543,0.00038011100000000003,0.000375871
go_gc_duration_seconds&payment:80&payment&0.75,0.00049793,0.00033665100000000004,0.00033915000000000003,0.000326182,0.000330952,0.000345371,0.00035822100000000004,0.000386021,0.000386021,0.00039451000000000004,0.00039451000000000004,0.00041467,0.00041467,0.00040753,0.000418147,0.00042737600000000004,0.00042737600000000004,0.000434501,0.00043785000000000004,0.000446194,0.000447095,0.00043953000000000004,0.00044325100000000003,0.00044659100000000003,0.00044548900000000003,0.00044548900000000003,0.00044659100000000003,0.00044325100000000003,0.00043870000000000004,0.000439091,0.000439091,0.000437111,0.000437111,0.000437111,0.00043529100000000003,0.000427801,0.000427801,0.00043529100000000003,0.000427392,0.000424972,0.000427392,0.00042512100000000004,0.000427781,0.00042674900000000003,0.000427871,0.000427781,0.000427871,0.000427602,0.00042343100000000005,0.00042208100000000004,0.00042343100000000005,0.000423029
go_gc_duration_seconds&payment:80&payment&1,0.00049793,0.00049793,0.00049793,0.00049793,0.00064561,0.00064561,0.00064561,0.00064561,0.00064561,0.000658541,0.000658541,0.000658541,0.000658541,0.000658541,0.000658541,0.000658541,0.000899272,0.000899272,0.000899272,0.000899272,0.000899272,0.000899272,0.000899272,0.000899272,0.000899272,0.000899272,0.000899272,0.000899272,0.000899272,0.000899272,0.000899272,0.000899272,0.000750151,0.000750151,0.000750151,0.000750151,0.000750151,0.000750151,0.000750151,0.000750151,0.000750151,0.000750151,0.000750151,0.000750151,0.000750151,0.000750151,0.000744831,0.000744831,0.000744831,0.000744831,0.000744831,0.000744831
go_gc_duration_seconds&user:80&user&0,0.00038832000000000005,0.000306,0.000288431,0.000288431,0.000288431,0.000288431,0.000288431,0.000288431,0.000288431,0.000288431,0.000288431,0.000288121,0.000288121,0.000288121,0.000288121,0.000288121,0.000288121,0.000288121,0.000288121,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000288989,0.000288989,0.000288989,0.000288989,0.000288989,0.00029225100000000005,0.00029225100000000005,0.00029225100000000005,0.00029225100000000005,0.00029225100000000005,0.00027819,0.00027819,0.00027819,0.00027819,0.00027819,0.00027819,0.000275381,0.000275381,0.000275381,0.000275381
go_gc_duration_seconds&user:80&user&0.25,0.00038832000000000005,0.00032215,0.000323381,0.000331061,0.000331871,0.000337251,0.00034558,0.00034595000000000003,0.00034816400000000004,0.00034816400000000004,0.00035381000000000003,0.00035381000000000003,0.000357411,0.000358625,0.000359699,0.000358625,0.00036294100000000003,0.00036306,0.000361301,0.00036257000000000005,0.00036023100000000003,0.00036023100000000003,0.00036077600000000004,0.00036257000000000005,0.000361301,0.00036077600000000004,0.00035215100000000004,0.000352111,0.00035215100000000004,0.00035328000000000003,0.00035415100000000003,0.00036250000000000003,0.000360561,0.000360561,0.00036001100000000003,0.00035800100000000004,0.000358381,0.00035437200000000004,0.00035310100000000003,0.00035437200000000004,0.00035800100000000004,0.00035724000000000004,0.00035437200000000004,0.00035312,0.00035437200000000004,0.00035164100000000003,0.00034984,0.00035312,0.00034984,0.00034819100000000003,0.00034984,0.00035088000000000003
go_gc_duration_seconds&user:80&user&0.5,0.00047045,0.00034747,0.000363481,0.000370401,0.00037376,0.00038832000000000005,0.00039432100000000005,0.00039432100000000005,0.000394463,0.000394246,0.000394246,0.00039742,0.00040080000000000004,0.00040135100000000004,0.00040080000000000004,0.00040248000000000004,0.00040350200000000003,0.00040438000000000003,0.000404416,0.00040471100000000004,0.00040350200000000003,0.000404416,0.00040787,0.000408741,0.000408741,0.00040523100000000004,0.00040350200000000003,0.00040211600000000005,0.00040139,0.00040211600000000005,0.00040211600000000005,0.00040523100000000004,0.000402061,0.00040085100000000003,0.000399541,0.00039654400000000003,0.00039654400000000003,0.00039526000000000003,0.00039195100000000003,0.000391851,0.000394302,0.00039526000000000003,0.000393472,0.000391851,0.000391891,0.000391176,0.000391891,0.00039089100000000004,0.000391891,0.000391176,0.00039089100000000004,0.000391176
go_gc_duration_seconds&user:80&user&0.75,0.00047045,0.000394463,0.00042029100000000005,0.00040790900000000003,0.000417979,0.000435761,0.00043929300000000005,0.000435761,0.00043172200000000005,0.00042995,0.00042994,0.00043929300000000005,0.00044075,0.000442851,0.000443529,0.000444221,0.00045015100000000003,0.00045493100000000005,0.00045979,0.00045831100000000004,0.00045361100000000003,0.00045789900000000006,0.000462,0.00046297000000000005,0.00046297000000000005,0.000459342,0.000456261,0.00045789900000000006,0.00045612900000000005,0.00045640100000000005,0.0004528,0.00045180100000000005,0.00045180100000000005,0.00045319200000000005,0.00045180100000000005,0.000446845,0.00045319200000000005,0.00045319200000000005,0.000449251,0.000446845,0.000449251,0.00044997300000000005,0.00044997300000000005,0.000449251,0.000449251,0.00044807,0.000449251,0.00044807,0.000449251,0.00044699100000000004,0.00044442200000000004,0.00044699100000000004
go_gc_duration_seconds&user:80&user&1,0.00047045,0.00047045,0.0005895410000000001,0.0005895410000000001,0.0005895410000000001,0.000659761,0.000659761,0.000695451,0.000695451,0.000695451,0.000695451,0.000695451,0.000695451,0.0007633900000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0007355910000000001,0.0007355910000000001,0.0007355910000000001,0.0007355910000000001,0.0007355910000000001,0.0007355910000000001,0.0007355910000000001,0.0007355910000000001,0.0007355910000000001,0.000717541,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.000778301
go_gc_duration_seconds_count&catalogue:80&catalogue,2,18,34,50,66,82,98,114,130,146,162,178,194,210,226,242,258,274,290,306,322,338,354,370,386,402,418,434,450,466,482,498,514,530,546,562,578,594,610,626,642,658,674,690,706,722,738,754,770,786,802,818
go_gc_duration_seconds_count&payment:80&payment,2,18,34,50,66,82,98,114,130,146,162,178,194,210,226,242,258,274,290,306,322,338,354,370,386,402,418,434,450,466,482,498,514,530,546,562,578,594,610,626,642,658,674,690,706,722,738,754,770,786,802,818
go_gc_duration_seconds_count&user:80&user,2,18,34,50,66,83,99,116,132,148,165,182,199,217,235,254,272,291,310,329,348,368,387,406,426,446,465,485,504,524,544,564,583,602,622,641,661,680,700,719,739,758,778,798,818,837,857,877,897,918,938,958
go_gc_duration_seconds_sum&catalogue:80&catalogue,0.000679392,0.005908593,0.011064022000000001,0.016208369,0.021665402,0.027826149,0.033776316,0.040304531000000005,0.046517623,0.052311252,0.058171978000000006,0.06433523000000001,0.071922367,0.07857024,0.084844442,0.09105081500000001,0.097756861,0.10388146300000001,0.109925934,0.11668908100000001,0.122784528,0.12966222600000002,0.136427235,0.143169247,0.149702418,0.15584536100000002,0.16258735400000002,0.169137739,0.17576218100000002,0.182278469,0.188498676,0.19521512900000002,0.20165059000000002,0.20814390000000002,0.21409495,0.220563317,0.227148547,0.23359986600000002,0.239634857,0.246503626,0.252866199,0.25975365,0.265676045,0.271646065,0.278298877,0.284617461,0.291223326,0.297826486,0.304514439,0.310488249,0.31795581700000003,0.324434379
go_gc_duration_seconds_sum&payment:80&payment,0.0008411810000000001,0.0057941600000000005,0.010896808000000001,0.015856757000000003,0.021335641000000002,0.027501457,0.034014041,0.040402932,0.046351109,0.053217036,0.059470178000000005,0.06648308,0.07268091800000001,0.078779925,0.08529756200000001,0.092133031,0.099044937,0.10502491700000001,0.11098572300000001,0.117416956,0.123628526,0.12938322300000002,0.13580746300000002,0.142815626,0.14878216400000002,0.155677429,0.16188549900000002,0.16847810900000001,0.17426180800000002,0.180566102,0.18702891900000002,0.19363970200000002,0.199828484,0.20627077100000002,0.212121429,0.218707589,0.22516849400000002,0.231204503,0.23722041900000002,0.243517266,0.25002193300000003,0.256689791,0.26308754100000004,0.26936737,0.27557707400000003,0.281952531,0.28916826700000003,0.295331954,0.30100518800000003,0.307101197,0.31364594500000004,0.31961108800000004
go_gc_duration_seconds_sum&user:80&user,0.00085877,0.0065399130000000005,0.012715778,0.018681958000000002,0.024938733,0.032750183,0.039522426,0.046425553,0.052779605,0.059002017000000004,0.066078364,0.07376068200000001,0.081355465,0.089416856,0.097290345,0.105432593,0.112970443,0.12081000500000001,0.12820598600000002,0.13567378200000002,0.143327703,0.151730999,0.15957216200000002,0.167509756,0.17587947,0.184336047,0.19231904400000002,0.20057844700000002,0.208352014,0.21686133100000002,0.225034897,0.233024378,0.24092132300000002,0.24843307,0.25656706900000004,0.26414206100000004,0.27307322,0.280811601,0.288923827,0.29667503700000003,0.305265214,0.31298546600000005,0.32114291500000003,0.32966073700000004,0.338164097,0.345538344,0.353547838,0.36140365500000005,0.36962451300000004,0.37774994300000003,0.385553136,0.393762321
go_goroutines&catalogue:80&catalogue,10,10,10,10,11,10,11,10,11,10,10,10,10,10,10,11,10,10,10,10,10,11,11,10,11,10,10,10,11,11,11,10,11,11,11,10,10,10,11,10,10,10,10,10,11,10,11,10,11,11,11,10
go_goroutines&payment:80&payment,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,11,11,11,11,12,11,12,11,11,12,11,12,11,11,12,12,12,12,11,11,12,12,11,11,11,11,11,11,11,11,11
go_goroutines&user:80&user,13,12,13,13,12,12,12,13,13,13,13,14,13,12,14,15,14,15,14,12,15,15,12,14,13,12,14,13,14,13,14,13,14,12,12,15,14,15,15,14,13,15,12,14,12,15,14,13,13,14,14,12
go_memstats_alloc_bytes&catalogue:80&catalogue,2844904,2865960,2878400,2888872,2889352,2908016,2916664,2917792,2921752,2924312,2928432,2930560,2929832,2932944,2933960,2945016,2941224,2940208,2948016,2951080,2951512,2951720,3008896,2957520,2957832,2959792,2958040,2955992,2956296,2957896,2962000,3025952,2963392,2967448,2963504,2960792,2962000,3017184,2961920,2959152,2960248,2962832,3039576,2967376,2962264,2955680,2970152,2968960,2973296,3023112,2974696,2982848
go_memstats_alloc_bytes&payment:80&payment,1820656,1845296,2766656,2778096,2788624,2789832,2792080,2806056,2817080,2819632,2823968,2833648,2842208,2844872,2844872,2848736,2848736,2844872,2845464,2847464,2851400,2845688,2851784,2844280,2849968,2845064,2860384,2857136,2861952,2853768,2859760,2858440,2852272,2857432,2863504,2874176,2862704,2863432,2869328,2874432,2872160,2868200,2871280,2873720,2870832,2871864,2874320,2874288,2874288,2869776,2864472,2872448
go_memstats_alloc_bytes&user:80&user,2958400,3040480,3909464,4015584,3983080,2183656,3112200,2198136,3119648,3122272,2202048,3037456,3991736,1308992,2155776,2142720,3161608,3063024,2253216,3100408,4036392,2188456,3124320,4069904,3130632,2102208,3193048,2201992,4068848,4038736,3136248,2226120,3132136,4057392,2278248,4052696,2200960,3206552,2288264,3203744,2276128,4045584,2282320,2283040,1382288,3138888,3224024,2234248,2291448,1386640,2196096,2223056
go_memstats_alloc_bytes_total&catalogue:80&catalogue,7859880,51886008,95898024,139887512,183865624,227858728,271840928,315801896,359786064,403754496,447733992,491706232,535668624,579647744,623621936,667594632,711560648,755543832,799523520,843492008,887443128,931429880,975397672,1019373304,1063333872,1107302864,1151284984,1195239488,1239224776,1283214424,1327168088,1371158328,1415143560,1459135936,1503094808,1547069512,1591057808,1635029744,1678992512,1722964352,1766938776,1810927192,1854913128,1898887200,1942860280,1986832816,2030819872,2074803640,2118775904,2162747792,2206752000,2250749080
go_memstats_alloc_bytes_total&payment:80&payment,7690200,51680592,96563440,140551752,184561376,228535064,272506896,316512032,360504840,404469048,448438920,492412880,536412560,580407240,624358136,668319608,712289192,756251904,800228408,844188600,888162720,932138424,976107088,1020081016,1064053512,1108018904,1151992048,1195948976,1239920848,1283890704,1327863688,1371827752,1415782744,1459762376,1503733096,1547732144,1591703464,1635675536,1679661064,1723635768,1767598616,1811579088,1855545968,1899513112,1943477848,1987452440,2031426912,2075389088,2119354240,2163308768,2207288736,2251263992
go_memstats_alloc_bytes_total&user:80&user,8023336,52202440,97318168,141522792,185687824,229923816,274118800,318353264,362547208,406718496,450901200,495097112,539330944,583524256,627765880,671999816,716221176,760456264,804694968,848939304,893196080,937428408,981653992,1025924760,1070149280,1114395200,1158599168,1202850512,1247144352,1291378912,1335632248,1379884912,1424109080,1468327536,1512538824,1556777384,1600987552,1645212672,1689460760,1733703744,1777939384,1822186672,1866424640,1910681872,1954928672,1999167032,2043418488,2087654904,2131864624,2176122216,2220339328,2264603064
go_memstats_buck_hash_sys_bytes&catalogue:80&catalogue,1443910,1445806,1447142,1447310,1448174,1450094,1451126,1452286,1453030,1453446,1454550,1455254,1455254,1455494,1455494,1455726,1456366,1456790,1457486,1457718,1458422,1459134,1459862,1460062,1460542,1460990,1461182,1461182,1461414,1461414,1461646,1462142,1462638,1462638,1463070,1463990,1464230,1464406,1464406,1464406,1464614,1464878,1465382,1465382,1465382,1465382,1465382,1465598,1466054,1466054,1466534,1466774
go_memstats_buck_hash_sys_bytes&payment:80&payment,1443706,1446378,1447762,1448602,1449786,1451666,1453850,1454546,1454770,1455410,1455626,1455626,1456378,1457250,1457250,1457666,1458058,1458906,1459290,1460706,1460946,1461162,1461698,1462170,1463146,1464266,1464674,1465106,1465386,1465602,1465602,1465602,1465858,1466106,1466898,1467602,1468234,1468426,1468426,1469354,1469594,1469826,1469826,1470042,1470450,1470450,1470658,1470658,1470658,1470882,1471570,1472114
go_memstats_buck_hash_sys_bytes&user:80&user,1443880,1446176,1447688,1448952,1450344,1451872,1452960,1454144,1454816,1455088,1455784,1456840,1457392,1457616,1459232,1460664,1461304,1461752,1462232,1462720,1462720,1463472,1463672,1464272,1464448,1464896,1465880,1466376,1467040,1467296,1467296,1467704,1467944,1468848,1468848,1469576,1469800,1470096,1470336,1470792,1471016,1471016,1471280,1472632,1472896,1473096,1473320,1473320,1473320,1473320,1473512,1473752
go_memstats_frees_total&catalogue:80&catalogue,10040,76939,143853,210685,277478,344291,411169,477965,544807,611608,678517,745334,812135,878968,945771,1012606,1079379,1146222,1212996,1279797,1346538,1413424,1479882,1547070,1613873,1680651,1747480,1814284,1881161,1947997,2014750,2081297,2148485,2215324,2282117,2349012,2415892,2482357,2549474,2616260,2683169,2750007,2816456,2883597,2950352,3017285,3084104,3150942,3217812,3284323,3351486,3418303
