go_gc_duration_seconds&user:80&user&0,0.000306,0.000288431,0.000288431,0.000288431,0.000288431,0.000288431,0.000288431,0.000288431,0.000288121,0.000288121,0.000288121,0.000288121,0.000288121,0.000288121,0.000288121,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000276601,0.000288989,0.000288989,0.000288989,0.000288989,0.00029225100000000005,0.00029225100000000005,0.00029225100000000005,0.00029225100000000005,0.00027819,0.00027819,0.00027819,0.00027819,0.00027819,0.000275381,0.000275381,0.000275381
go_gc_duration_seconds&user:80&user&0.25,0.00032215,0.00032215,0.00033123100000000003,0.00033338000000000004,0.00034558,0.00034595000000000003,0.000349051,0.000349051,0.000353351,0.00035858,0.000358625,0.000359699,0.000361301,0.00036306,0.00036077600000000004,0.00036023100000000003,0.00036077600000000004,0.00036077600000000004,0.00036077600000000004,0.000361301,0.00035328000000000003,0.00035215100000000004,0.00035328000000000003,0.00035310100000000003,0.00036250000000000003,0.000360561,0.00035947100000000004,0.000358381,0.000358381,0.00035415100000000003,0.00035312,0.00035724000000000004,0.00035465100000000004,0.00035437200000000004,0.00035248100000000003,0.00035312,0.00034984,0.00035312,0.000348421,0.000348421,0.000348651
go_gc_duration_seconds&user:80&user&0.5,0.00033195100000000003,0.000357411,0.00037334,0.000380141,0.00039432100000000005,0.00039432100000000005,0.00039432100000000005,0.00039059100000000003,0.000394463,0.00040080000000000004,0.00040135100000000004,0.00040135100000000004,0.000403281,0.00040438000000000003,0.00040440100000000003,0.00040438000000000003,0.000404416,0.00040787,0.00040787,0.000407976,0.0004047,0.000403281,0.000402061,0.00040766900000000004,0.00040523100000000004,0.000402061,0.00039959,0.000397641,0.00039654400000000003,0.000393472,0.00039195100000000003,0.000393472,0.00039526000000000003,0.00039317100000000005,0.00039067100000000004,0.000391891,0.00039067100000000004,0.00039089100000000004,0.00039036100000000004,0.00039089100000000004,0.00039036100000000004
go_gc_duration_seconds&user:80&user&0.75,0.000394463,0.00042029100000000005,0.00042029100000000005,0.00042826100000000004,0.00043929300000000005,0.00043172200000000005,0.00042995,0.00042993100000000004,0.000435761,0.00044075,0.000442851,0.000443529,0.00044746200000000003,0.00045493100000000005,0.00045831100000000004,0.00045361100000000003,0.00045789900000000006,0.000462,0.000462,0.00045789900000000006,0.00045789900000000006,0.00045789900000000006,0.000455311,0.00045640100000000005,0.00045180100000000005,0.00045180100000000005,0.00045319200000000005,0.00045319200000000005,0.000450659,0.00045319200000000005,0.000449251,0.00044997300000000005,0.00044997300000000005,0.000449251,0.000449251,0.000449251,0.000449251,0.00044807,0.00044442200000000004,0.00044516200000000003,0.00044516200000000003
go_gc_duration_seconds&user:80&user&1,0.00047045,0.0005895410000000001,0.0005895410000000001,0.000659761,0.000659761,0.000695451,0.000695451,0.000695451,0.000695451,0.000695451,0.0007633900000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0008458200000000001,0.0007355910000000001,0.0007355910000000001,0.0007355910000000001,0.0007355910000000001,0.0007355910000000001,0.0007355910000000001,0.0007355910000000001,0.000717541,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.00082107,0.000778301
go_gc_duration_seconds_count&catalogue:80&catalogue,15,35,55,75,95,115,135,155,175,195,215,235,255,275,295,315,335,355,375,395,415,435,455,475,495,515,535,555,575,595,615,635,655,675,695,715,735,755,775,795,815
go_gc_duration_seconds_count&payment:80&payment,15,35,55,75,95,115,135,155,175,195,215,235,255,275,295,315,335,355,375,395,415,435,455,475,495,515,535,555,575,595,615,635,655,675,695,715,735,755,775,795,815
go_gc_duration_seconds_count&user:80&user,15,35,55,76,96,117,137,157,179,201,222,245,269,292,316,340,364,388,413,437,462,486,510,535,560,584,609,633,657,681,706,730,755,779,804,828,853,878,903,929,954
go_gc_duration_seconds_sum&catalogue:80&catalogue,0.0049334520000000005,0.011376833000000001,0.017807931000000003,0.025235442,0.032702015,0.040764073000000005,0.048340694000000003,0.055722704000000005,0.063152714,0.072302297,0.080538578,0.08854774700000001,0.0966096,0.104180333,0.11173467000000001,0.120326206,0.128423223,0.13692368500000002,0.145251979,0.15300254800000002,0.161339856,0.16960929800000002,0.177803489,0.186059243,0.19395287700000002,0.20208314700000002,0.2099775,0.217573127,0.225821018,0.23411679000000002,0.24148702200000002,0.250211022,0.25863919,0.26596087500000004,0.27331472900000003,0.281638584,0.290038087,0.29815544800000005,0.306389955,0.31491243300000005,0.323265736
go_gc_duration_seconds_sum&payment:80&payment,0.004798108000000001,0.011189558,0.017452432,0.024700571,0.032427307,0.040917672,0.048646296000000006,0.056692969,0.065437969,0.073028559,0.08064703000000001,0.088891334,0.097623994,0.105352968,0.11290322400000001,0.121053322,0.12836375900000002,0.136257064,0.14464727400000002,0.152606012,0.16091908900000002,0.16883379,0.17599568000000002,0.18395455600000002,0.19236666100000002,0.20026789,0.208274063,0.21591443200000002,0.22372502100000002,0.231696912,0.23927320800000001,0.24704921700000002,0.255560045,0.26339306100000004,0.27129353100000003,0.279149078,0.287674965,0.29571843400000003,0.303047076,0.310788915,0.318492482
go_gc_duration_seconds_sum&user:80&user,0.005411139000000001,0.013008288000000002,0.020825261,0.029551437000000003,0.038309914,0.046855503,0.054711300000000004,0.062617164,0.072383299,0.08223240600000001,0.09136327000000001,0.101626068,0.11160930000000001,0.12111835600000001,0.130342669,0.14003394,0.150275386,0.160113064,0.169972751,0.18040144300000002,0.19111513400000002,0.200990268,0.210986688,0.22160115900000002,0.231593332,0.241337199,0.251323116,0.260810433,0.271218789,0.281110872,0.29146708200000004,0.301664027,0.31179338700000003,0.32150199500000004,0.332018313,0.34232571500000003,0.35185963200000003,0.36184807700000005,0.371755206,0.382005817,0.391971954
go_goroutines&catalogue:80&catalogue,10,10,10,10,10,10,10,11,10,10,10,9,10,10,10,10,10,10,10,10,11,10,11,10,11,10,10,10,11,10,10,10,10,11,10,10,10,11,11,11,10
go_goroutines&payment:80&payment,11,11,11,11,11,11,12,11,11,12,11,11,11,11,12,11,11,11,11,11,11,11,11,11,12,12,11,12,11,11,11,11,11,11,11,12,12,11,11,11,11
go_goroutines&user:80&user,13,13,15,15,14,12,13,12,12,12,13,14,15,12,15,14,13,13,15,13,13,12,15,15,12,14,12,12,14,15,12,12,13,12,14,12,15,12,14,12,14
go_memstats_alloc_bytes&catalogue:80&catalogue,3774264,3785032,3797136,3809856,3822400,3829080,3829744,3837656,3840504,3847008,3844768,3882912,3853240,3859288,3852760,3859656,3860768,3871120,3867552,3866568,3869432,3930288,3868288,3871408,3873752,3928776,3871976,3875160,3870624,3934120,3871032,3875888,3903064,3872120,3872144,3865344,3876256,3882432,3880576,3953712,3945936
go_memstats_alloc_bytes&payment:80&payment,2753624,2770432,2776048,2785000,2791544,2806520,2813560,2820600,2832800,2844624,2856304,2851760,2852760,2849120,2850672,2842696,2849648,2846088,2849048,2851600,2858936,2861928,2860840,2853224,2856792,2857848,2867664,2869464,2874744,2871912,2871368,2867640,2874264,2874176,2868144,2863728,2871840,2874696,2873176,2867256,2869840
go_memstats_alloc_bytes&user:80&user,3981736,3930552,4020336,1251368,3098552,2189088,3103616,4067440,2118720,1305392,3042408,3995872,2162232,3164808,2268208,3194104,3101240,3176312,2192424,2274184,1376616,2298408,4036544,4056992,2281264,3196736,2202784,3135896,3131560,4050552,2276136,4035944,2203536,3140544,3135928,3202112,4067240,2292184,3115640,2213184,2311440
go_memstats_alloc_bytes_total&catalogue:80&catalogue,44540560,99557640,154545960,209526368,264494160,319463840,374434808,429402640,484373152,539333048,594291376,649296168,704229344,759207528,814174080,869126168,924093384,979064584,1034024328,1088972520,1143955328,1198907536,1253885704,1308844160,1363818960,1418802872,1473776832,1528737008,1583714528,1638689304,1693644048,1748614328,1803616760,1858567320,1913536080,1968509176,2023479560,2078463664,2133420776,2188410688,2243405880
go_memstats_alloc_bytes_total&payment:80&payment,44340168,99318392,154298576,209288736,264259656,319260088,374236360,429206088,484169752,539163032,594143200,649088016,704044848,759006256,813968096,868919704,923898800,978850080,1033824464,1088782232,1143741888,1198701464,1253662720,1308617088,1363585400,1418534064,1473501568,1528494064,1583469552,1638425576,1693404568,1748364600,1803338112,1858295984,1913248816,1968211776,2023181432,2078136352,2133096848,2188046840,2243015688
go_memstats_alloc_bytes_total&user:80&user,44854944,100087280,155325256,210569800,265820096,321100264,376332256,431594088,486828640,542073872,597330408,652656232,707929352,763230552,818526816,873832296,929128464,984401336,1039728696,1095033352,1150322480,1205627448,1260933776,1316275896,1371573224,1426862368,1482131816,1537422032,1592709696,1647989824,1703273224,1758624320,1813890288,1869202152,1924507776,1979784944,2035126544,2090402376,2145695400,2200994112,2256299688
go_memstats_buck_hash_sys_bytes&catalogue:80&catalogue,1445542,1447142,1447486,1449086,1450854,1452286,1453030,1454126,1455030,1455254,1455494,1455494,1456366,1457030,1457486,1458182,1459134,1459862,1460262,1460990,1461182,1461182,1461414,1461414,1462142,1462638,1463070,1463806,1464230,1464406,1464406,1464614,1464614,1465382,1465382,1465382,1465382,1465598,1466054,1466054,1466774
go_memstats_buck_hash_sys_bytes&payment:80&payment,1445962,1447762,1449090,1451226,1453850,1454770,1455002,1455626,1455626,1456378,1457250,1457666,1458058,1458906,1459754,1460706,1461162,1461698,1462970,1463858,1464674,1465106,1465386,1465602,1465602,1465858,1466594,1467602,1468010,1468426,1468922,1469594,1469826,1469826,1470234,1470450,1470658,1470658,1470658,1471330,1472114
go_memstats_buck_hash_sys_bytes&user:80&user,1445552,1448144,1449424,1451376,1452312,1454144,1455088,1455784,1456024,1457392,1458592,1459728,1461304,1461752,1462464,1462720,1462952,1463672,1464448,1464896,1465880,1466376,1467296,1467296,1467512,1467944,1468848,1469104,1469576,1470096,1470336,1470792,1471016,1471280,1472896,1473096,1473096,1473320,1473320,1473512,1473752
go_memstats_frees_total&catalogue:80&catalogue,64665,148313,231867,315336,398871,482423,565965,649498,733057,816578,900074,983673,1067152,1150666,1234143,1317608,1401155,1484674,1568241,1651701,1735229,1818438,1902327,1985781,2069365,2152602,2236455,2319951,2403584,2486792,2570604,2654107,2737781,2821239,2904731,2988321,3071817,3155403,3238962,3322153,3405705
go_memstats_frees_total&payment:80&payment,65146,148926,232506,316015,399518,483125,566623,650130,733590,817215,900730,984206,1067706,1151304,1234813,1318331,1401940,1485435,1569008,1652497,1736019,1819526,1903088,1986589,2070100,2153639,2237139,2320718,2404174,2487751,2571367,2654870,2738389,2821940,2905455,2989016,3072517,3155968,3239526,3323037,3406579
go_memstats_frees_total&user:80&user,68195,158748,245037,331617,419343,503763,592615,678127,764734,851187,939143,1024582,1110543,1199084,1283415,1371800,1459098,1545269,1630701,1716981,1804763,1890287,1978074,2064958,2150581,2239005,2324411,2413026,2499732,2585151,2670706,2758713,2844600,2930056,3019974,3105724,3192069,3277720,3366708,3451485,3537629
go_memstats_gc_sys_bytes&catalogue:80&catalogue,524288,524288,524288,524288,524288,524288,524288,524288,524288,557056,557056,557056,557056,557056,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200,563200
go_memstats_gc_sys_bytes&payment:80&payment,524288,524288,524288,524288,524288,524288,524288,524288,524288,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336,526336
go_memstats_gc_sys_bytes&user:80&user,524288,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,557056,559104,559104,559104,559104,559104,559104,559104
go_memstats_heap_alloc_bytes&catalogue:80&catalogue,3774264,3785032,3797136,3809856,3822400,3829080,3829744,3837656,3840504,3847008,3844768,3882912,3853240,3859288,3852760,3859656,3860768,3871120,3867552,3866568,3869432,3930288,3868288,3871408,3873752,3928776,3871976,3875160,3870624,3934120,3871032,3875888,3903064,3872120,3872144,3865344,3876256,3882432,3880576,3953712,3945936
go_memstats_heap_alloc_bytes&payment:80&payment,2753624,3674976,3685608,3697920,3698736,3716456,3729056,3731688,3740656,3750872,3756640,3763168,3765280,3761200,3759064,3753128,3762400,3759920,3759120,3761312,3773800,3766616,3776096,3761704,3770312,3771512,3772064,3782400,3782296,3781472,3780000,3778576,3786424,3782624,3783328,3778904,3807304,3787416,3781240,3780816,3778560
go_memstats_heap_alloc_bytes&user:80&user,3981736,2088624,2163736,2184192,1275832,3104416,1268944,2202064,3039200,2231776,1298760,2237304,3083168,2157392,3185600,2188584,1365016,2189016,3106760,3182176,2295608,3209672,2295632,2288056,3191376,2199704,3119080,1352544,1362304,2294616,3191968,2275624,3110360,4056952,2192672,2230432,2293808,3203152,1385248,3128520,3224424
go_memstats_heap_idle_bytes&catalogue:80&catalogue,1712128,1654784,1646592,1581056,1548288,1507328,1523712,1507328,1458176,2531328,2564096,2482176,2547712,2514944,2514944,2523136,2514944,2490368,2539520,2506752,2514944,2441216,2498560,2441216,2433024,2408448,2482176,2482176,2498560,2383872,2473984,2449408,2826240,2449408,2465792,2457600,2408448,2326528,2359296,2285568,2260992
go_memstats_heap_idle_bytes&payment:80&payment,2867200,1892352,1859584,1843200,1859584,1851392,1794048,1761280,1785856,1736704,1753088,1744896,1753088,1728512,1744896,1720320,1695744,1728512,1679360,1671168,1630208,1662976,1654784,1662976,1712128,1687552,1728512,1654784,1630208,1597440,1622016,1597440,1581056,1597440,1630208,1638400,1630208,1646592,1622016,1613824,1613824
go_memstats_heap_idle_bytes&user:80&user,2031616,4218880,4104192,4112384,5414912,3129344,5464064,3956736,3178496,3948544,5365760,3891200,3112960,4366336,3022848,3874816,5251072,3809280,2990080,2883584,3751936,2850816,3702784,3727360,2916352,3850240,2973696,5210112,5169152,3710976,2859008,3760128,2940928,2441216,4251648,3694592,3653632,2744320,5005312,2842624,2727936
go_memstats_heap_inuse_bytes&catalogue:80&catalogue,4546560,4571136,4546560,4579328,4579328,4620288,4603904,4620288,4669440,4644864,4612096,4694016,4628480,4661248,4628480,4653056,4661248,4685824,4636672,4636672,4661248,4734976,4677632,4702208,4710400,4734976,4661248,4661248,4644864,4759552,4669440,4661248,4841472,4694016,4677632,4685824,4702208,4751360,4718592,4792320,4816896
go_memstats_heap_inuse_bytes&payment:80&payment,3391488,4300800,4333568,4317184,4300800,4308992,4366336,4366336,4341760,4390912,4374528,4382720,4374528,4399104,4382720,4374528,4399104,4366336,4415488,4390912,4431872,4399104,4440064,4431872,4382720,4374528,4366336,4407296,4399104,4431872,4407296,4399104,4448256,4431872,4399104,4390912,4399104,4382720,4407296,4415488,4415488
go_memstats_heap_inuse_bytes&user:80&user,4685824,2924544,3006464,2998272,2187264,3981312,2170880,3121152,3866624,3096576,2170880,3121152,3899392,3104768,3923968,3039232,2220032,3104768,3891200,4030464,3129344,4063232,3211264,3186688,3997696,3063808,3940352,2228224,2236416,3170304,4055040,3153920,3940352,4898816,3121152,3121152,3162112,4005888,2301952,3940352,4022272
go_memstats_heap_objects&catalogue:80&catalogue,13894,13906,13961,14000,14066,14137,14118,14194,14162,14180,14197,14451,14293,14332,14294,14372,14334,14396,14391,14405,14423,14781,14420,14435,14405,14713,14394,14440,14396,14705,14370,14443,14596,14383,14382,14348,14365,14465,14395,14683,14749
